customer_id,first_name,last_name,gender,age,signup_date,loyalty_program,email,city,state,country
57a35f2e-f825-4e0c-b69c-ba3e80abf165,Jennifer,Nguyen,Other,25,2022-01-17,True,figueroasherry@hotmail.com,South Ronaldshire,Massachusetts,USA
eb21c227-aa18-4783-a032-4b0e58ad391e,Debra,Reed,Other,35,2025-04-14,True,sdickerson@yahoo.com,Leahburgh,North Carolina,USA
d470ff0c-505c-4a0a-bd43-a8b683c07e7e,Russell,Johnson,Male,26,2025-04-15,True,melindaanderson@ochoa.com,Gregoryview,Oregon,USA
1967f3a1-f121-4251-96dd-6570359c6b77,Drew,Cooper,Other,65,2025-04-21,True,pgarcia@long.com,Raystad,Michigan,USA
dfbcbe9b-233b-4c2a-9b9e-33f013f318cc,Rhonda,Howell,Other,45,2024-05-27,True,sclark@flores-smith.com,Benjaminfurt,Delaware,USA
ab56012f-b49d-4056-8193-354c180ef0bc,Mary,Jones,Male,23,2020-08-24,True,charlessean@juarez.com,New Donnaport,Alabama,USA
6ddf06d4-0e3d-4a8c-b9d1-fac5ba5a3f8e,Charles,Fleming,Male,50,2023-10-04,True,kevin29@gmail.com,Williamfort,Texas,USA
9e1328f4-90b2-4bdf-a514-6bbd3c53f249,Eric,Smith,Other,30,2021-07-01,False,bconner@perez.com,South Robertland,California,USA
86ddcb9e-ddca-4a5b-b27d-6e68f09ce65e,Jacqueline,Tucker,Male,46,2023-03-19,False,jenniferscott@brown.biz,Micheleland,Wyoming,USA
58097819-0670-4034-becf-dbe36a8ec18c,Tammy,Walker,Male,66,2020-12-27,True,timothy72@hotmail.com,Albertberg,Missouri,USA
312c1985-ae51-45ca-950c-ca3c966beefc,Justin,Powell,Other,45,2022-12-07,False,badams@gmail.com,Cobbburgh,Maine,USA
471f513f-c3d3-466f-887e-ff0c0ba491d4,Robert,Walters,Female,27,2024-07-17,True,angela39@yahoo.com,Garzaberg,Alaska,USA
b05e957c-4fdd-4b64-9ad3-60322439d8ef,Elizabeth,Kramer,Female,24,2023-08-06,True,hollythomas@yahoo.com,Port Tracey,Florida,USA
7aa8feb8-20bb-4592-b300-6c7c4bbe8ac0,Natalie,Williams,Female,24,2022-02-17,False,samanthapetty@rogers.org,Gilesville,Montana,USA
a409faf8-d113-463c-b2a8-3739474e1901,Gregory,Smith,Female,56,2024-10-19,False,michaelsawyer@gibbs.biz,Lake Nicholaston,Arizona,USA
fa8a413a-4dc5-4405-b860-54b2181ff268,Madison,Williams,Male,64,2022-06-10,False,joycehughes@russo-williams.com,Jessicatown,Kentucky,USA
713346a0-31a3-4b01-ba54-e0810ad8c47f,Felicia,Brown,Other,25,2022-11-03,False,larrystephens@yahoo.com,East Catherine,Illinois,USA
002e1bb2-1bb7-443d-8a0a-42c27121d35c,Kathleen,Johnson,Male,53,2021-12-29,False,debrawalters@lucas-williams.biz,East Gregory,Alaska,USA
dab77a6c-70c9-4aca-8edd-faa677adee15,Steven,Higgins,Other,57,2025-05-04,False,qwinters@yahoo.com,West Jennifer,Utah,USA
dbf8d329-71bb-4a7b-8466-86344a87e3e5,Gary,Martinez,Other,30,2025-06-08,True,erin48@yahoo.com,South Jason,Arkansas,USA
a604b271-53ba-4bd8-baa5-5ed7f91ba1d7,Robin,Shepherd,Male,60,2024-08-18,True,brianataylor@gmail.com,Nicoleville,Missouri,USA
30fe3505-4d8c-4272-9942-fb27a4c3eaf6,Kristine,Sexton,Female,23,2021-10-25,True,paulpamela@love.info,East Nicholasport,Louisiana,USA
dddd43a6-8aea-4d99-a40f-c3d993a454b4,Jeremiah,Collins,Male,42,2020-08-09,False,emilymartin@long.net,Armstrongstad,New Hampshire,USA
cea1c841-d66c-428e-93c2-17b4a24c26ab,Matthew,Patel,Female,58,2025-01-10,False,dawnochoa@gmail.com,Patrickhaven,Vermont,USA
a8fe1a13-af00-4131-9392-7ef8addbd830,Angela,Hernandez,Male,41,2023-11-27,False,jturner@carroll.com,Obrienview,Idaho,USA
e35ea711-8f09-46ce-944e-226907d28634,Stephen,Jordan,Male,60,2024-06-02,False,tlawson@thomas.net,Port Christinaberg,California,USA
b652abee-25bb-4787-acc2-2984433e69e6,Debra,Smith,Other,61,2021-10-21,True,tina57@smith.biz,Davidside,Rhode Island,USA
404b9964-a5af-492b-94d2-e9b9f85445a7,Emily,Hayes,Other,58,2022-09-05,True,jamiesmith@vaughn-hunt.com,Garrisonview,Alaska,USA
b8757242-24ea-4df6-a30c-564c24c3dbb6,Steven,Morgan,Other,64,2020-07-20,True,william38@yahoo.com,Markland,California,USA
8a4a50fc-cc70-4d2d-a82f-75b43186ee3f,Suzanne,Long,Male,47,2024-09-06,False,laurawarner@pope.org,Kellyberg,Florida,USA
b83b905b-d589-4972-99fd-25e8cf2d0856,David,Morgan,Female,58,2022-06-02,True,moorejimmy@greene.org,New Seanview,Wisconsin,USA
70fe0db7-e285-4630-b461-4c2c3b9b89a8,Wayne,Ryan,Other,38,2025-03-01,True,troy55@gmail.com,West Johnshire,Missouri,USA
5ad3f802-4475-408c-af5b-4d9f76781b51,Stephanie,Hayes,Male,70,2024-06-23,True,anna16@jarvis.com,Hartmouth,Connecticut,USA
212beb4f-0d84-4afa-9144-8102cd9ba8f5,Joshua,Bullock,Female,43,2020-07-24,False,ylee@simmons.com,East Tammy,Connecticut,USA
c86390a4-3d7b-4e69-9a10-e12368c1389a,Monica,Brown,Male,31,2025-02-20,False,catherine13@bradley.com,North Cathyside,Delaware,USA
c219019e-0341-4da7-9240-94c2b2b2850a,Alex,Ramos,Male,59,2023-11-15,False,bmann@yahoo.com,South Angelaton,North Dakota,USA
af59e346-fd82-4d50-ae3f-c3089d0da2d6,Dawn,Hernandez,Female,59,2022-06-21,False,olewis@jones.com,Smithview,New Hampshire,USA
67a1070d-598d-488e-8f7b-294a211387bd,Roger,Watson,Male,34,2025-02-21,True,krauseangela@yahoo.com,North Frankton,Indiana,USA
bf33d6eb-92b7-4239-b0cd-8444314c2e11,Cindy,Knight,Male,65,2023-10-19,False,meganwaters@davis.biz,Lake Alyssa,Colorado,USA
2c989974-3ad3-4d68-b901-59feff672d2b,Anthony,Davis,Other,55,2022-09-05,False,melissa61@gmail.com,Lake Vanessamouth,Texas,USA
c17ee814-4517-4722-9be1-0e967678e320,Samantha,Perry,Other,43,2021-07-22,False,alexisnicholson@yahoo.com,Lake Courtney,West Virginia,USA
27debd9d-52a7-4561-bdde-cabc51cfba0d,Nicole,Bowen,Male,26,2023-11-18,False,wrodriguez@zuniga.info,South Melanie,Tennessee,USA
e9b73cbf-5c0e-4c42-8f71-f394f2c10eb2,Alan,King,Male,66,2021-11-06,True,ana25@berry-tate.com,Hansonport,North Dakota,USA
ae0ebd01-2848-42f5-ace9-e3414ea0ea3e,Robert,Morrison,Male,27,2023-09-21,True,odeleon@carpenter.com,Lake Crystal,Minnesota,USA
21d0a0a4-5017-4615-8c86-1952e2350090,Tamara,Cannon,Other,45,2022-02-19,True,rebeccataylor@yahoo.com,Port Evan,Maryland,USA
f1b4015b-fb91-4aa6-a374-8ec6e07413cf,Antonio,Harris,Female,42,2023-04-04,False,benjamin40@gmail.com,Dannymouth,Oklahoma,USA
ef935dd9-91a4-413c-ae1f-2b6118ea250b,Veronica,Ware,Other,34,2022-01-12,True,schneiderryan@yahoo.com,New Anthony,Arizona,USA
f4675697-e1a6-4524-9367-00dee0a6784d,Amy,Horn,Other,64,2023-02-10,True,bradleythomas@hotmail.com,Kramerside,New Hampshire,USA
8ce0e00e-653c-4280-a6e5-af4db39703ae,Katie,Wagner,Other,52,2024-02-22,False,kennethlong@yahoo.com,New Roberthaven,West Virginia,USA
6274ba4c-04ef-421d-8ce1-0bf7d5535e6a,Kenneth,Williams,Other,39,2022-07-13,True,melindashaffer@diaz.com,East Jason,North Dakota,USA
70ed8f20-d354-4035-87b0-487158802b7a,Gerald,Townsend,Female,45,2021-07-04,True,kimberlyherrera@yahoo.com,Jakefurt,Georgia,USA
688e603d-c456-4331-b143-28de62d2c207,Adam,Rice,Female,18,2022-06-15,False,scott03@hotmail.com,Hectorstad,Texas,USA
8c529683-a1c6-4f61-a726-5e5e8c53b856,Savannah,Davis,Other,66,2023-04-13,True,hlawrence@gmail.com,Nunezside,Ohio,USA
633118fa-9dfb-443b-a0a1-20594f0a1a52,Wyatt,Robbins,Other,24,2021-09-27,False,gcarey@oneal-hicks.com,West Nancychester,Vermont,USA
3cc0ad1e-8112-4d75-b4e8-dd1a9e4f0d24,Courtney,Martinez,Other,50,2023-09-23,True,tanya25@lee-gonzales.com,Stephaniestad,Oklahoma,USA
21d72b72-2dd2-427f-861a-f02160564034,Leon,Cunningham,Male,41,2024-05-21,True,karahall@hotmail.com,Howardside,Connecticut,USA
0a3c4ab1-c00e-4cda-bab9-d3ee83b8b2fc,Nancy,Jones,Other,67,2023-05-31,True,francisbrown@yahoo.com,Michaelmouth,Washington,USA
10015712-0e6f-4c44-9a56-6e6a61cc4bb1,Robin,Williams,Other,38,2023-10-04,False,wwalker@gmail.com,Michaelbury,California,USA
348820e1-a799-4ab5-ba94-d253615acafc,Kayla,Rodriguez,Male,25,2024-02-06,False,bhodge@bush.com,Darrellville,Iowa,USA
9ea36f49-23e5-40ba-8a04-f05a2d9c7660,Alexandra,Zhang,Female,33,2023-06-29,True,cynthiagraves@hotmail.com,Gregorymouth,Idaho,USA
1c09e080-c25c-4113-b7cc-8e93d1f0171c,Latasha,Hunt,Male,54,2021-08-04,True,ghuffman@santos.com,South Leahbury,California,USA
ca65bbce-c5c5-4de0-bdc1-5fc67dae427a,Eric,Pratt,Male,64,2020-08-07,False,cruzwilliam@hotmail.com,Tylerview,Alaska,USA
3666a936-8260-49f7-b6f9-e7c1a58744e3,Kristin,Edwards,Male,66,2024-08-09,True,alyssa16@yahoo.com,Lozanofort,Texas,USA
a091b7af-0a8e-4272-b396-5262ac963593,Gregory,Garrett,Male,60,2022-10-05,False,jordan54@cobb.com,Kristenberg,West Virginia,USA
1f7bd971-419d-4584-ac5f-c51abc9d0c8d,Brian,Anderson,Other,28,2021-02-19,False,elizabethsanders@day-smith.net,Briantown,Washington,USA
6ee411d8-7f65-4fbb-9856-a17305a51918,Cheryl,Dominguez,Other,56,2022-11-16,False,kellyandrew@yahoo.com,South Sarah,Maryland,USA
080d97ea-a325-4fdd-9e9d-61f263457f19,Sarah,Moore,Male,52,2024-05-01,True,angelatravis@hodge.com,Lake Kimberly,Tennessee,USA
5c3d5336-a6fe-476a-9ebe-7dddd013d92d,Melissa,Hicks,Other,37,2022-07-03,False,forbestaylor@salas-white.com,Hornfurt,Rhode Island,USA
4d7c4b9b-d4bc-4d3a-8ed6-6c2f6de6ac0e,George,Peters,Other,59,2023-05-16,False,jturner@rivera.info,Lake Maryville,Minnesota,USA
e9b8a54c-470d-4307-a482-ce255a9bac4b,Vincent,Duran,Female,51,2024-02-01,False,andrewcasey@gmail.com,North Jerry,New Hampshire,USA
3fb4109d-bd99-4b86-8b26-47f4e5e63edf,Julie,Cabrera,Male,33,2023-06-29,True,tpeterson@hotmail.com,Stevenview,New Mexico,USA
173e20ce-ece3-48a8-b3c4-30f6e86192b6,Ashley,Hodge,Male,39,2024-06-22,True,sarah11@salinas-mcknight.com,Medinaborough,Missouri,USA
551bacfe-c89e-4d29-bf48-483f3d0c803b,Christina,Schwartz,Other,53,2024-01-20,True,awhite@hotmail.com,Suarezmouth,Arkansas,USA
b1267b17-5acd-436a-a195-8f8b4f5c49e4,Rodney,Baker,Other,32,2024-01-02,True,leonardnathaniel@hayes.com,Sotochester,Pennsylvania,USA
d237e2b6-6538-4e6c-bb79-dfa8ae8f4c8e,Gary,Green,Male,63,2023-10-12,True,ashleyspears@wolfe-saunders.info,Port Lauraview,Rhode Island,USA
c5b56f1e-dc53-4c6c-a833-0933fcd6ce5c,Brian,Burns,Male,22,2021-05-02,True,huntjackie@yahoo.com,Timothyfort,Georgia,USA
fd0e8f22-f62d-49f1-8bfd-530ca89d9eba,Linda,Diaz,Female,22,2024-07-13,True,qhunt@yahoo.com,Danielton,Hawaii,USA
15f5a42f-63a9-453e-8b22-43b040545d47,Daniel,Vaughn,Female,60,2021-03-07,False,waterschristopher@thompson.net,West Jadeport,Nebraska,USA
a6da3188-9199-4f61-b4bd-d0f1da13a67d,Samantha,Washington,Male,52,2024-12-30,True,nancyjones@mullins.biz,Port Matthew,Maryland,USA
b9f90708-bd16-4cec-b750-251b0e32885f,Kristy,Patel,Other,54,2020-10-27,False,roger49@yahoo.com,Brewerville,Nevada,USA
dc062a17-dda4-416e-bc5e-f495412c8860,Rhonda,Grant,Male,68,2020-08-09,False,vazquezjacqueline@yahoo.com,South Victorville,Ohio,USA
4941e11a-3cc8-4aa1-b0e0-ee283e262515,Michelle,Carlson,Female,30,2025-05-20,True,samanthaballard@hotmail.com,South Andrewbury,Kentucky,USA
d7352212-b76c-45a2-bad1-0f2069bf5b3e,Robert,Luna,Male,60,2020-07-21,False,khill@noble.com,Lake Theresa,New Mexico,USA
715c7aef-7216-4101-af29-d4a14fb25847,Jasmine,Novak,Female,45,2021-09-14,False,rebecca18@yahoo.com,West Nancy,Montana,USA
4d546a51-fb13-491d-8d99-8a8c3cff1ec5,Marissa,Odom,Female,64,2021-12-11,True,dustin15@mahoney-hayes.com,Hatfieldstad,West Virginia,USA
47d828b0-03a3-40fd-a17f-287251e6f29a,Shawn,Decker,Other,59,2020-07-30,True,benjamin38@nelson.com,Lake Victoriashire,Wyoming,USA
06bcdb29-9d8d-4769-9846-2bf8207594b7,Julie,Hernandez,Male,43,2023-06-11,False,hayneszachary@frey.com,Darrenshire,Arizona,USA
81788468-123e-48e0-9a18-fda2a119b379,Scott,Wallace,Male,33,2023-05-27,True,mcameron@gmail.com,West Amanda,Louisiana,USA
d7d56e7a-3f93-4885-9837-9c0bb98e9658,Brian,Haynes,Male,52,2021-10-07,False,rhonda98@whitney.net,East Kimberly,Vermont,USA
0f16f5d3-b8f1-4048-8bc2-1c5007a54e2b,Victoria,Brown,Male,45,2020-08-10,True,matthewmassey@gmail.com,East Shannonchester,Oklahoma,USA
836637ed-4d7f-4cdf-96cc-03793fb01b5c,Thomas,Jacobs,Female,47,2025-02-27,True,bettykelly@owen-becker.com,West Larryborough,Ohio,USA
24e351d9-4403-4ae1-adff-17af5a709256,Daniel,Harris,Male,46,2023-03-03,True,xgross@torres.info,Port Lindahaven,Virginia,USA
28741e69-5380-4c20-ac81-3a36646306db,Omar,Thomas,Male,59,2021-05-25,True,pachecocalvin@armstrong-mercado.com,Hayesfurt,South Carolina,USA
647f4e1e-9756-4fd5-bbcd-2d20c5eded92,Laura,Matthews,Male,66,2024-07-04,True,rrodriguez@kim.com,Christinamouth,Connecticut,USA
fbf88690-27f6-44e2-8e6c-b57c1414b351,Kyle,Gonzalez,Male,44,2021-02-28,False,james38@rowland.org,North Margaret,South Dakota,USA
a6b3ddeb-1de4-4cde-b9c8-147da2d8b805,Richard,Anderson,Female,31,2023-04-27,False,uramirez@yahoo.com,North Jenniferfurt,Georgia,USA
76fcd52a-513a-4c0f-bb70-ee3eded5d31b,Elizabeth,Perkins,Male,28,2023-07-16,False,eugene46@gmail.com,Salinaschester,Idaho,USA
7bb94c66-a08a-4986-ba96-b3c2c10fad39,Anthony,Phillips,Male,42,2023-12-27,False,benjamin12@mcbride.com,East Raymondstad,Hawaii,USA
747d6b6c-453d-40cf-ae80-d0b4216c2f76,Bobby,Cruz,Female,36,2023-03-18,False,colson@yahoo.com,Port Victorburgh,Maine,USA
46f33f65-7893-41a7-a06b-f2a152581b7f,Daniel,Bryan,Other,64,2024-05-11,False,jessica47@hotmail.com,Sarahside,Delaware,USA
e15eda49-6393-4526-85dd-5b63ae1727d8,Alex,Doyle,Male,30,2023-10-28,False,levictor@hotmail.com,Davidfurt,North Carolina,USA
38a4c18b-1a00-4d64-a2aa-9895ab430866,Alexander,Cole,Male,21,2022-10-27,True,austinlee@watson.com,North Aaronstad,Wisconsin,USA
1a0acd00-141c-4d82-b1c2-a9480c62a37f,Rhonda,Smith,Other,38,2024-12-19,True,madeline36@gmail.com,New William,Utah,USA
98f2bf5d-3b2c-4c76-b69a-f9e492b80dc7,Kevin,Chase,Male,55,2023-01-12,False,tmueller@pope.com,Stewartfurt,Ohio,USA
5e5430eb-189b-41d8-aa64-2fdc269dfe99,Karen,Cooley,Other,51,2021-09-06,True,nicolehess@kim-padilla.com,West Seanhaven,Oregon,USA
919ab322-c355-43a8-9205-6314da7c21de,Walter,Miller,Male,50,2023-01-14,True,jle@garcia.com,Joneschester,Louisiana,USA
a38c3998-4bc8-449a-9c21-e27276a73d74,Lisa,Nguyen,Male,22,2023-03-08,True,brucewilliams@byrd.com,Andersonville,Delaware,USA
4670b565-f05a-431b-8283-15aa7cc2e0ef,Tammy,Martinez,Other,33,2022-06-01,False,angelabrown@gmail.com,Andersonstad,South Dakota,USA
628602b1-9e62-4b0c-9b96-a9b812226c37,Jillian,Johnson,Male,54,2024-03-10,True,caitlinramos@gmail.com,Shirleyview,Michigan,USA
46104518-f627-4eb7-b81f-9851fa1dbe39,Paul,Mcmahon,Other,56,2024-09-16,True,jamesyoung@woodard.info,Michaelborough,Rhode Island,USA
8c32ee77-1d92-4bf8-8d79-1eded3f5ff51,Jacob,Foster,Other,23,2023-07-16,False,roykenneth@york-thomas.com,Jamesmouth,Colorado,USA
4c961dc3-6aeb-4be0-8436-8070dcb469a3,John,Rush,Other,55,2022-07-22,False,diane57@rogers.com,Jillport,North Dakota,USA
533e25d9-a381-43ae-9db8-e4f0850c1764,Carrie,Hall,Female,31,2022-02-19,False,bwalker@johnson-robinson.net,Jeremyton,Nebraska,USA
31db113e-49fb-4d52-beb4-6e5ff908119c,Mitchell,Mcdonald,Male,34,2024-11-16,False,amarquez@gmail.com,South Christianport,Arkansas,USA
704949a9-fe30-4d51-a054-1bba33a80ffb,Tracy,Allen,Male,60,2021-10-04,False,sharondorsey@miller.info,Simmonsside,Michigan,USA
28da4acd-413b-4eda-917c-87a7b575ae95,Crystal,Jimenez,Female,38,2020-10-29,True,stonemegan@hotmail.com,Schneiderview,Massachusetts,USA
c989322c-0d60-4456-99b2-5cd6df211632,Angela,Durham,Male,47,2021-10-29,True,david64@gmail.com,Duncanland,Alaska,USA
de93fd1e-7561-4580-924e-779e619530c7,Richard,Ortega,Male,52,2020-11-27,True,michael51@davis.com,Campbellville,New Hampshire,USA
79134124-2815-4e8a-9a8b-30a690d3c33a,James,Henry,Other,34,2023-02-03,True,ilawrence@gmail.com,Barnettstad,New Mexico,USA
3fd75a5f-28f1-4c3f-abb8-651e744068cc,Daniel,Williams,Female,22,2024-01-03,True,luis07@yahoo.com,North Erinmouth,California,USA
490ba204-29c2-446e-84cc-0f3ae643fb79,Craig,Kemp,Female,36,2024-10-28,True,lancefrazier@hall.com,South Melissamouth,North Carolina,USA
4fcfab60-9ff8-4f90-b097-d0feef77e8a8,Jeffrey,Anderson,Female,52,2025-01-29,False,bbell@hotmail.com,Port Kyle,Oklahoma,USA
67f2c80e-cb52-4bc6-ab8d-f158f37cdcf1,Renee,Lopez,Other,69,2020-07-18,True,ashleymalone@freeman.com,Adamfurt,New Jersey,USA
3c3d337b-1379-4d60-a379-9de9aa0c67cc,William,Fletcher,Other,70,2021-03-01,False,jrodriguez@yahoo.com,West Debra,Kansas,USA
117f59be-01ba-489e-9831-098a0b87f80f,Matthew,Woods,Other,24,2021-05-25,True,tara09@hotmail.com,Martinezmouth,Ohio,USA
ecbd1952-1aef-412e-ba7d-8b959e6e9c48,Diane,Dunlap,Female,25,2021-01-08,True,davidfox@robbins.com,Patrickbury,Pennsylvania,USA
2f256724-bac1-4349-8a2d-9ef5c6ca5984,Emily,Chen,Other,53,2023-12-16,True,monica33@lopez.org,Meganmouth,Georgia,USA
ce6a0d88-f21e-41d9-8a6e-dca6d001861e,Jesse,Alexander,Female,36,2021-11-03,True,hughesjoshua@yahoo.com,Reedville,Louisiana,USA
a44e5034-0e80-4bd2-b429-eea4b4ddfa76,Donald,King,Other,39,2021-02-10,True,riveraphillip@collins-schmitt.info,Alichester,Colorado,USA
9a3af5d8-b91b-4cf0-abca-a72bb004105d,Lee,Paul,Other,58,2023-03-11,False,tina61@hotmail.com,Janebury,Arkansas,USA
7492f407-5227-44af-94d9-6c78b59a944c,Michael,Torres,Other,49,2022-10-01,False,steven01@james.com,West Natashaberg,Indiana,USA
a8a4e217-5c64-499c-9bef-ee15ece42c04,Amanda,Morrison,Male,23,2024-07-28,False,tiffany06@hotmail.com,Lake Victoria,Oklahoma,USA
e672ccdb-03fb-4e54-b387-da5bbf6ceddf,Tyler,Chan,Female,20,2025-03-02,True,ibentley@gmail.com,East Cherylburgh,Indiana,USA
813cef13-6107-4a29-ae2e-436f167d43e8,Benjamin,Smith,Female,67,2022-11-15,True,amanda26@hotmail.com,Lake Paulberg,Illinois,USA
7ee8ea08-305c-4208-a328-a8c28481bee9,Samuel,Wilson,Other,34,2024-12-20,True,matthewwalker@white.org,East Jason,New Hampshire,USA
c04359b7-1582-440a-b612-791f6ab340b4,Karen,Foster,Other,46,2020-09-23,False,gadams@hotmail.com,Leeland,South Carolina,USA
99fd9d4c-3172-4398-84a5-9b8fc0ccfe22,Natalie,Hall,Other,18,2023-12-15,True,ddavis@cowan.biz,New Karen,Kansas,USA
9c2291c6-edbf-4adb-9639-aea3641cd86a,Erica,Turner,Male,62,2025-05-04,True,henrycombs@pena-hart.info,Calebhaven,Montana,USA
7678363d-9daa-4f01-8825-de946c38ee43,Nicole,Martinez,Other,20,2024-10-07,False,perkinsbenjamin@green-velasquez.com,Lake Adriana,New Jersey,USA
0202475a-37d0-4a0d-ae4c-78f45c692a45,Colleen,Robinson,Other,53,2023-05-03,True,karladavidson@allen.net,Martinmouth,New Mexico,USA
04890405-2089-4c8d-9715-36649dbc4477,Deanna,Walton,Female,26,2020-07-24,True,garnerrenee@macdonald.com,Lake Timothy,Illinois,USA
a12754a0-a73e-43ae-aa61-94115bdb8a4d,Calvin,Cantu,Female,41,2022-07-17,True,cindyobrien@hotmail.com,Port Andrewstad,North Dakota,USA
e0b54f99-e02f-469f-abe2-46d239020394,Joshua,Johns,Female,31,2020-11-03,True,michael60@hotmail.com,East Andrew,Wyoming,USA
2435d3b3-1b48-4caf-887a-edf37327f04a,Haley,Holland,Other,24,2022-06-30,False,xkane@hotmail.com,Georgeshire,Oklahoma,USA
cb19ddd8-47a1-47f1-8676-d04fbe14582b,Laura,Scott,Other,44,2023-02-12,True,petersbrenda@yahoo.com,Onealbury,North Carolina,USA
c37e86ff-7bf4-4b03-a719-3f7fc6c74af3,Tiffany,Holland,Male,28,2021-08-29,True,matthewwagner@moore.info,Lake Donna,Montana,USA
